Station_ID,DATE,LAT,LON,Soil_Moisture,Temp_Avg,Temp_Max,Temp_Min,Earth_Skin_Temp,Rel_Humidity,Root_Soil_Wetness,Precip_Corrected,Master_Index,HIGH,LOW,OPEN,CLOSE,VOLUME
10,2024-02-22,5.25,-6.25,0.65,27.83,32.21,24.36,28.06,80.59,0.59,2.0,358,6340.0,5961.0,6336.0,6169,843.0
10,2024-02-23,5.25,-6.25,0.65,27.65,31.39,24.87,27.91,82.03,0.58,1.24,359,6750.0,6033.0,6033.0,6562,83.0
10,2024-02-26,5.25,-6.25,0.64,27.46,30.75,25.37,27.76,85.16,0.57,1.28,362,6929.0,6650.0,6765.0,6884,42.0
10,2024-02-27,5.25,-6.25,0.64,27.04,29.85,24.8,27.17,87.41,0.57,1.28,363,6893.0,6743.0,6780.0,6755,8.0
10,2024-02-28,5.25,-6.25,0.64,27.81,31.62,24.65,28.1,83.78,0.57,1.76,364,6590.0,6362.0,6590.0,6380,7.0
10,2024-02-29,5.25,-6.25,0.64,27.6,30.74,24.9,27.76,85.19,0.57,1.39,365,6466.0,6413.0,6413.0,6510,319.0
10,2024-03-01,5.25,-6.25,0.64,26.33,28.27,24.94,26.44,88.91,0.58,11.61,366,6769.0,6769.0,6769.0,6826,5.0
10,2024-03-04,5.25,-6.25,0.65,27.12,31.56,23.6,27.55,80.0,0.61,0.19,369,,,,7057,
10,2024-03-05,5.25,-6.25,0.64,27.5,31.73,23.81,27.92,83.88,0.59,3.34,370,7000.0,7000.0,7000.0,6970,1.0
10,2024-03-06,5.25,-6.25,0.64,27.44,30.73,24.89,27.57,85.88,0.59,2.83,371,,,,7170,
10,2024-03-07,5.25,-6.25,0.65,26.84,29.54,24.83,26.92,88.59,0.6,10.56,372,7000.0,7000.0,7000.0,7054,1.0
10,2024-03-08,5.25,-6.25,0.65,26.58,29.38,24.65,26.74,88.28,0.61,2.16,373,6928.0,6928.0,6928.0,6997,1.0
10,2024-03-11,5.25,-6.25,0.64,27.85,31.37,25.05,28.07,86.28,0.59,4.25,376,,,,7329,
10,2024-03-12,5.25,-6.25,0.64,27.26,29.49,25.79,27.28,88.81,0.59,1.13,377,7974.0,7890.0,7890.0,8048,8.0
10,2024-03-13,5.25,-6.25,0.64,27.12,29.85,25.1,27.23,86.28,0.59,0.41,378,,,,8034,
10,2024-03-14,5.25,-6.25,0.64,27.56,31.24,24.58,27.92,85.44,0.58,0.63,379,7715.0,7063.0,7185.0,7405,29410.0
10,2024-03-15,5.25,-6.25,0.63,27.38,30.12,25.19,27.58,87.41,0.58,0.28,380,8186.0,7357.0,7435.0,8018,25580.0
10,2024-03-18,5.25,-6.25,0.63,28.34,31.79,25.57,28.65,85.22,0.57,6.92,383,8493.0,7824.0,8179.0,8172,32655.0
10,2024-03-19,5.25,-6.25,0.63,27.52,30.29,25.66,27.77,88.47,0.58,12.24,384,8412.0,7963.0,8188.0,8027,19138.0
10,2024-03-20,5.25,-6.25,0.64,26.61,28.77,24.46,26.35,79.28,0.6,3.87,385,8429.0,7716.0,7920.0,8324,23723.0
10,2024-03-21,5.25,-6.25,0.64,27.59,32.01,23.16,27.72,76.97,0.59,1.6,386,8653.0,8149.0,8395.0,8559,21272.0
10,2024-03-22,5.25,-6.25,0.65,26.6,28.56,25.11,26.67,90.41,0.64,58.42,387,8960.0,8465.0,8573.0,8939,16403.0
10,2024-03-25,5.25,-6.25,0.68,27.24,30.65,24.5,27.51,87.06,0.67,15.54,390,9684.0,8889.0,8921.0,9649,19698.0
10,2024-03-26,5.25,-6.25,0.69,27.69,31.16,24.96,28.08,86.0,0.68,6.56,391,10080.0,9574.0,9847.0,9622,26263.0
10,2024-03-27,5.25,-6.25,0.69,28.21,32.24,24.97,28.63,84.22,0.66,1.15,392,9917.0,9267.0,9509.0,9843,23291.0
10,2024-03-28,5.25,-6.25,0.68,28.14,31.61,25.17,28.41,85.72,0.64,2.93,393,10014.0,9671.0,9906.0,9766,17953.0
10,2024-04-01,5.25,-6.25,0.69,27.65,30.1,25.74,27.81,86.19,0.63,0.43,397,10318.0,9632.0,9720.0,10120,11594.0
10,2024-04-02,5.25,-6.25,0.68,28.28,31.8,25.29,28.59,85.06,0.62,1.11,398,10324.0,9808.0,10186.0,9949,19824.0
10,2024-04-03,5.25,-6.25,0.68,27.4,29.21,26.09,27.42,89.47,0.62,1.33,399,10044.0,9406.0,9858.0,9524,23087.0
10,2024-04-04,5.25,-6.25,0.68,27.73,31.37,24.66,28.22,83.72,0.62,0.45,400,9644.0,9150.0,9389.0,9462,14914.0
10,2024-04-05,5.25,-6.25,0.68,27.77,31.05,25.17,28.28,85.22,0.61,1.7,401,9990.0,9480.0,9668.0,9795,16993.0
10,2024-04-08,5.25,-6.25,0.68,27.51,29.95,25.62,27.97,87.25,0.62,5.37,404,10443.0,9669.0,9953.0,9895,22946.0
10,2024-04-09,5.25,-6.25,0.68,27.27,29.46,25.58,27.67,87.94,0.62,2.62,405,10321.0,9653.0,9717.0,10204,15144.0
10,2024-04-10,5.25,-6.25,0.68,27.12,29.26,25.39,27.34,89.28,0.62,10.23,406,10629.0,10148.0,10300.0,10411,10866.0
10,2024-04-11,5.25,-6.25,0.68,27.31,30.08,25.05,27.46,84.38,0.63,2.63,407,10771.0,10319.0,10445.0,10373,12639.0
10,2024-04-12,5.25,-6.25,0.68,27.33,30.38,24.87,27.79,83.97,0.62,0.71,408,11039.0,10357.0,10400.0,10987,6464.0
10,2024-04-15,5.25,-6.25,0.68,28.21,31.55,25.62,28.72,84.97,0.61,3.51,411,11206.0,10830.0,10884.0,11001,5550.0
10,2024-04-16,5.25,-6.25,0.68,28.28,31.21,25.76,28.66,85.25,0.61,4.86,412,11085.0,9988.0,11063.0,10243,4386.0
10,2024-04-17,5.25,-6.25,0.68,28.31,31.36,25.89,28.66,82.44,0.61,3.8,413,10630.0,10100.0,10173.0,10340,5414.0
10,2024-04-18,5.25,-6.25,0.68,28.21,31.45,25.48,28.6,82.03,0.61,0.67,414,11388.0,10530.0,10620.0,11311,5542.0
10,2024-04-19,5.25,-6.25,0.67,27.98,30.14,26.09,28.21,89.19,0.61,4.87,415,12261.0,11132.0,11504.0,11878,2808.0
10,2024-04-22,5.25,-6.25,0.68,26.97,29.08,25.28,27.4,86.94,0.64,2.79,418,12136.0,10929.0,11967.0,11166,1652.0
10,2024-04-23,5.25,-6.25,0.68,27.49,30.87,24.75,28.03,84.69,0.63,7.98,419,10835.0,10221.0,10803.0,10584,3530.0
10,2024-04-24,5.25,-6.25,0.68,28.05,31.65,25.19,28.64,80.59,0.63,1.62,420,11600.0,10835.0,10835.0,11043,19.0
10,2024-04-25,5.25,-6.25,0.68,27.81,30.91,25.19,28.35,84.31,0.62,1.52,421,11530.0,10800.0,11530.0,10988,6.0
10,2024-04-26,5.25,-6.25,0.68,27.9,30.69,25.43,28.36,86.19,0.62,3.47,422,10975.0,10973.0,10973.0,10729,8.0
10,2024-04-29,5.25,-6.25,0.68,27.76,31.17,24.9,28.21,84.38,0.62,4.58,425,10327.0,9958.0,10327.0,9983,30.0
10,2024-04-30,5.25,-6.25,0.68,28.37,31.71,25.26,28.79,84.31,0.62,0.49,426,10115.0,8651.0,9610.0,10133,18.0
10,2024-05-01,5.25,-6.25,0.68,27.28,29.27,25.73,27.55,89.56,0.62,7.3,427,9206.0,8930.0,9206.0,9183,15.0
10,2024-05-02,5.25,-6.25,0.68,27.12,30.29,24.1,27.61,81.91,0.62,0.86,428,8750.0,8240.0,8750.0,8483,22.0
10,2024-05-03,5.25,-6.25,0.68,28.17,31.55,25.25,28.53,81.59,0.61,0.56,429,8550.0,8513.0,8550.0,8505,10.0
10,2024-05-06,5.25,-6.25,0.67,27.45,29.16,26.11,27.69,89.66,0.61,14.37,432,8570.0,8570.0,8570.0,8571,4.0
10,2024-05-07,5.25,-6.25,0.68,27.24,30.07,25.42,27.66,85.09,0.62,1.98,433,,,,9593,
10,2024-05-08,5.25,-6.25,0.67,27.46,30.15,25.19,27.84,84.06,0.62,2.15,434,,,,9617,
10,2024-05-09,5.25,-6.25,0.67,27.93,30.83,25.8,28.43,85.06,0.62,2.07,435,,,,9678,
10,2024-05-10,5.25,-6.25,0.67,27.7,30.58,25.41,28.21,87.03,0.61,1.65,436,,,,9874,
10,2024-05-13,5.25,-6.25,0.67,27.19,29.48,25.61,27.65,88.0,0.61,3.64,439,,,,8149,
10,2024-05-14,5.25,-6.25,0.67,27.39,30.35,25.1,27.94,86.22,0.61,3.57,440,9000.0,9000.0,9000.0,8751,1.0
10,2024-05-15,5.25,-6.25,0.67,27.72,30.63,25.2,28.24,86.62,0.61,6.33,441,,,,9066,
10,2024-05-16,5.25,-6.25,0.68,27.17,29.97,25.24,27.71,88.38,0.62,21.58,442,7951.0,7202.0,7896.0,7393,11580.0
10,2024-05-17,5.25,-6.25,0.69,27.89,31.57,24.47,28.44,79.72,0.66,9.35,443,7685.0,7137.0,7350.0,7348,7907.0
10,2024-05-20,5.25,-6.25,0.68,27.57,30.15,25.51,27.89,87.97,0.63,3.67,446,7373.0,6767.0,7277.0,7216,10261.0
10,2024-05-21,5.25,-6.25,0.68,27.22,29.05,26.21,27.42,91.53,0.64,7.01,447,7492.0,6910.0,7077.0,7394,7994.0
10,2024-05-22,5.25,-6.25,0.69,27.08,29.16,25.71,27.21,90.38,0.64,6.75,448,7638.0,7273.0,7372.0,7536,8462.0
10,2024-05-23,5.25,-6.25,0.69,26.53,28.62,24.76,26.8,87.5,0.64,3.46,449,8400.0,7323.0,7423.0,8109,14084.0
10,2024-05-24,5.25,-6.25,0.69,26.91,30.23,24.28,27.4,85.28,0.64,1.16,450,8436.0,7869.0,8219.0,8294,10974.0
10,2024-05-28,5.25,-6.25,0.68,27.4,31.1,24.28,27.95,83.03,0.62,0.11,454,8800.0,7942.0,8200.0,8780,15093.0
10,2024-05-29,5.25,-6.25,0.68,27.59,30.82,24.73,28.01,84.5,0.61,0.31,455,9460.0,8690.0,8730.0,9309,14757.0
10,2024-05-30,5.25,-6.25,0.67,27.66,30.43,25.51,27.94,86.19,0.61,0.5,456,9550.0,9054.0,9278.0,9257,9201.0
10,2024-05-31,5.25,-6.25,0.67,27.08,29.03,25.88,27.17,89.31,0.61,9.51,457,9420.0,9031.0,9242.0,9331,8033.0
10,2024-06-03,5.25,-6.25,0.69,26.1,28.52,24.2,26.59,88.59,0.64,6.6,460,10047.0,9181.0,9331.0,9775,17665.0
10,2024-06-04,5.25,-6.25,0.69,26.44,29.54,24.31,26.91,85.66,0.64,0.5,461,9697.0,9162.0,9446.0,9557,14149.0
10,2024-06-05,5.25,-6.25,0.69,26.35,29.29,23.74,26.8,88.0,0.63,5.05,462,9642.0,9103.0,9410.0,9408,12615.0
10,2024-06-06,5.25,-6.25,0.7,26.37,28.41,25.0,26.44,90.47,0.64,8.97,463,9987.0,9566.0,9600.0,9872,11501.0
10,2024-06-07,5.25,-6.25,0.7,26.46,28.81,24.84,26.72,88.47,0.65,6.93,464,10098.0,9812.0,9865.0,9933,15344.0
10,2024-06-10,5.25,-6.25,0.7,26.31,28.68,24.72,26.52,89.53,0.65,10.05,467,10038.0,9411.0,9933.0,9687,9152.0
10,2024-06-11,5.25,-6.25,0.7,26.15,28.9,24.44,26.62,88.44,0.66,8.19,468,10055.0,9597.0,9597.0,9910,9207.0
10,2024-06-12,5.25,-6.25,0.7,26.37,29.43,24.24,26.78,87.44,0.66,5.83,469,10640.0,9950.0,10088.0,10539,7296.0
10,2024-06-13,5.25,-6.25,0.7,26.27,29.35,24.18,26.51,87.03,0.66,11.08,470,11000.0,10491.0,10595.0,10810,4837.0
10,2024-06-14,5.25,-6.25,0.71,25.64,27.6,24.41,25.74,88.19,0.67,8.84,471,10850.0,9567.0,10784.0,10294,2946.0
10,2024-06-17,5.25,-6.25,0.71,26.16,28.99,24.36,26.46,87.28,0.67,5.26,474,10307.0,9477.0,10225.0,9659,3308.0
10,2024-06-18,5.25,-6.25,0.71,26.26,29.46,23.87,26.66,86.22,0.66,2.35,475,10014.0,9531.0,9628.0,9938,2336.0
10,2024-06-20,5.25,-6.25,0.71,25.87,28.12,24.52,26.14,90.22,0.66,8.19,477,10295.0,9319.0,9910.0,9598,2143.0
10,2024-06-21,5.25,-6.25,0.71,25.78,28.56,24.13,26.08,88.56,0.66,8.56,478,9725.0,8600.0,9280.0,8995,1568.0
10,2024-06-24,5.25,-6.25,0.71,26.18,29.27,23.94,26.62,88.09,0.66,7.77,481,8864.0,7882.0,8792.0,7978,28.0
10,2024-06-25,5.25,-6.25,0.71,25.85,28.64,24.19,26.19,88.09,0.66,4.76,482,8144.0,7521.0,8144.0,7967,7.0
10,2024-06-26,5.25,-6.25,0.71,24.87,26.53,23.85,25.07,89.97,0.67,6.3,483,7950.0,7500.0,7950.0,7797,5.0
10,2024-06-27,5.25,-6.25,0.71,25.9,29.26,23.36,26.34,86.34,0.66,3.0,484,7500.0,7361.0,7500.0,7397,9.0
10,2024-06-28,5.25,-6.25,0.71,25.55,28.6,23.58,25.92,87.72,0.66,4.38,485,7692.0,7692.0,7692.0,7729,1.0
17,2024-02-01,5.25,-2.75,0.56,27.67,30.66,25.38,27.93,82.74,0.56,0.74,337,4981.0,4828.0,4832.0,4956,36184.0
17,2024-02-02,5.25,-2.75,0.55,28.46,31.83,25.59,28.26,74.95,0.55,0.34,338,5032.0,4939.0,4990.0,5009,37945.0
17,2024-02-05,5.25,-2.75,0.54,27.15,29.82,25.27,26.79,81.57,0.55,0.1,341,5249.0,5010.0,5035.0,5189,37591.0
17,2024-02-06,5.25,-2.75,0.54,27.39,30.04,25.08,26.88,79.9,0.54,0.04,342,5288.0,5133.0,5244.0,5220,36089.0
17,2024-02-07,5.25,-2.75,0.54,26.83,31.43,23.09,26.52,67.79,0.54,0.01,343,5429.0,5194.0,5219.0,5410,42231.0
17,2024-02-08,5.25,-2.75,0.53,27.25,30.43,24.88,26.95,79.69,0.53,0.03,344,5874.0,5451.0,5488.0,5805,37991.0
17,2024-02-09,5.25,-2.75,0.53,27.83,31.53,24.82,27.88,81.05,0.53,0.02,345,6030.0,5528.0,5900.0,5888,35319.0
17,2024-02-12,5.25,-2.75,0.52,28.05,30.97,26.09,28.22,86.11,0.52,2.51,348,5958.0,5773.0,5868.0,5860,16137.0
17,2024-02-13,5.25,-2.75,0.52,28.39,31.49,26.22,28.68,85.48,0.52,2.19,349,6029.0,5815.0,5828.0,6001,12137.0
17,2024-02-14,5.25,-2.75,0.52,28.73,32.07,26.14,29.14,84.07,0.52,1.72,350,6039.0,5812.0,6008.0,5949,9014.0
17,2024-02-15,5.25,-2.75,0.52,28.84,32.01,26.59,29.07,83.86,0.52,3.59,351,6030.0,5888.0,5956.0,5961,6096.0
17,2024-02-16,5.25,-2.75,0.52,28.45,31.7,26.37,28.65,83.46,0.52,1.84,352,5964.0,5689.0,5947.0,5706,10725.0
17,2024-02-20,5.25,-2.75,0.52,28.09,30.63,26.37,28.38,84.61,0.52,3.5,356,6069.0,5750.0,5750.0,5999,6822.0
17,2024-02-21,5.25,-2.75,0.52,27.61,29.79,26.07,27.81,87.91,0.52,4.7,357,6311.0,6022.0,6050.0,6198,2545.0
17,2024-02-22,5.25,-2.75,0.52,28.64,31.97,26.38,28.75,80.22,0.53,3.2,358,6340.0,5961.0,6336.0,6169,843.0
17,2024-02-23,5.25,-2.75,0.52,28.2,31.33,26.08,28.35,81.32,0.52,3.58,359,6750.0,6033.0,6033.0,6562,83.0
17,2024-02-26,5.25,-2.75,0.51,28.06,31.1,26.09,28.31,82.04,0.51,2.53,362,6929.0,6650.0,6765.0,6884,42.0
17,2024-02-27,5.25,-2.75,0.51,28.27,31.9,25.72,28.63,81.34,0.51,1.89,363,6893.0,6743.0,6780.0,6755,8.0
17,2024-02-28,5.25,-2.75,0.51,28.21,31.47,26.01,28.54,82.36,0.51,1.82,364,6590.0,6362.0,6590.0,6380,7.0
17,2024-02-29,5.25,-2.75,0.51,28.57,32.05,25.85,28.8,81.08,0.51,1.16,365,6466.0,6413.0,6413.0,6510,319.0
17,2024-03-01,5.25,-2.75,0.51,26.99,28.85,25.87,27.27,87.79,0.51,10.85,366,6769.0,6769.0,6769.0,6826,5.0
17,2024-03-04,5.25,-2.75,0.55,27.9,31.78,25.19,28.3,82.52,0.56,2.49,369,,,,7057,
17,2024-03-05,5.25,-2.75,0.55,27.63,30.96,25.3,27.9,85.4,0.56,5.93,370,7000.0,7000.0,7000.0,6970,1.0
17,2024-03-06,5.25,-2.75,0.55,27.32,29.69,25.82,27.41,87.49,0.56,9.46,371,,,,7170,
17,2024-03-07,5.25,-2.75,0.56,27.13,29.41,25.75,27.27,88.36,0.57,6.63,372,7000.0,7000.0,7000.0,7054,1.0
17,2024-03-08,5.25,-2.75,0.56,27.37,30.22,25.5,27.71,87.07,0.57,4.22,373,6928.0,6928.0,6928.0,6997,1.0
17,2024-03-11,5.25,-2.75,0.56,28.02,30.69,26.18,28.16,87.28,0.56,2.82,376,,,,7329,
17,2024-03-12,5.25,-2.75,0.56,27.31,28.95,26.26,27.39,90.1,0.57,15.45,377,7974.0,7890.0,7890.0,8048,8.0
17,2024-03-13,5.25,-2.75,0.58,27.55,29.79,25.98,27.57,89.11,0.59,9.94,378,,,,8034,
17,2024-03-14,5.25,-2.75,0.59,27.71,30.28,26.02,27.83,88.49,0.6,14.91,379,7715.0,7063.0,7185.0,7405,29410.0
17,2024-03-15,5.25,-2.75,0.59,27.7,30.59,25.8,27.93,88.45,0.61,4.08,380,8186.0,7357.0,7435.0,8018,25580.0
17,2024-03-18,5.25,-2.75,0.6,28.22,30.71,26.38,28.4,88.21,0.61,12.19,383,8493.0,7824.0,8179.0,8172,32655.0
17,2024-03-19,5.25,-2.75,0.61,27.8,30.38,26.07,28.07,88.47,0.63,20.56,384,8412.0,7963.0,8188.0,8027,19138.0
17,2024-03-20,5.25,-2.75,0.63,27.66,30.7,25.34,27.91,81.19,0.65,5.19,385,8429.0,7716.0,7920.0,8324,23723.0
17,2024-03-21,5.25,-2.75,0.62,28.34,31.36,25.93,28.45,83.28,0.64,4.32,386,8653.0,8149.0,8395.0,8559,21272.0
17,2024-03-22,5.25,-2.75,0.62,27.68,29.8,26.33,27.82,86.39,0.63,4.91,387,8960.0,8465.0,8573.0,8939,16403.0
17,2024-03-25,5.25,-2.75,0.62,27.68,30.15,25.95,27.82,86.93,0.63,3.13,390,9684.0,8889.0,8921.0,9649,19698.0
17,2024-03-26,5.25,-2.75,0.62,27.51,29.53,25.97,27.74,89.12,0.63,2.92,391,10080.0,9574.0,9847.0,9622,26263.0
17,2024-03-27,5.25,-2.75,0.61,28.29,30.91,26.35,28.52,86.08,0.62,2.36,392,9917.0,9267.0,9509.0,9843,23291.0
17,2024-03-28,5.25,-2.75,0.61,28.56,31.57,26.42,28.82,86.09,0.62,4.46,393,10014.0,9671.0,9906.0,9766,17953.0
17,2024-04-01,5.25,-2.75,0.61,28.25,30.61,26.74,28.36,86.64,0.62,2.42,397,10318.0,9632.0,9720.0,10120,11594.0
17,2024-04-02,5.25,-2.75,0.61,28.1,30.65,26.03,28.3,88.02,0.62,3.45,398,10324.0,9808.0,10186.0,9949,19824.0
17,2024-04-03,5.25,-2.75,0.61,27.65,28.94,26.37,27.64,89.18,0.62,3.86,399,10044.0,9406.0,9858.0,9524,23087.0
17,2024-04-04,5.25,-2.75,0.61,27.97,31.16,25.17,28.33,85.02,0.61,1.36,400,9644.0,9150.0,9389.0,9462,14914.0
17,2024-04-05,5.25,-2.75,0.6,27.95,30.46,26.13,28.19,86.81,0.61,3.77,401,9990.0,9480.0,9668.0,9795,16993.0
17,2024-04-08,5.25,-2.75,0.61,27.39,28.93,26.02,27.61,89.49,0.62,7.66,404,10443.0,9669.0,9953.0,9895,22946.0
17,2024-04-09,5.25,-2.75,0.61,27.48,29.89,25.44,27.71,87.68,0.62,2.04,405,10321.0,9653.0,9717.0,10204,15144.0
17,2024-04-10,5.25,-2.75,0.61,27.88,30.16,26.3,27.9,86.12,0.62,5.04,406,10629.0,10148.0,10300.0,10411,10866.0
17,2024-04-11,5.25,-2.75,0.61,27.76,30.13,25.91,27.91,84.61,0.62,2.37,407,10771.0,10319.0,10445.0,10373,12639.0
17,2024-04-12,5.25,-2.75,0.6,27.78,30.18,25.92,28.04,84.72,0.61,1.73,408,11039.0,10357.0,10400.0,10987,6464.0
17,2024-04-15,5.25,-2.75,0.59,28.36,31.63,25.76,28.84,83.48,0.59,1.47,411,11206.0,10830.0,10884.0,11001,5550.0
17,2024-04-16,5.25,-2.75,0.58,28.26,30.84,26.31,28.56,85.09,0.59,4.06,412,11085.0,9988.0,11063.0,10243,4386.0
17,2024-04-17,5.25,-2.75,0.58,27.81,30.15,25.79,28.1,88.38,0.59,1.79,413,10630.0,10100.0,10173.0,10340,5414.0
17,2024-04-18,5.25,-2.75,0.58,28.46,31.2,26.27,28.66,85.03,0.58,0.9,414,11388.0,10530.0,10620.0,11311,5542.0
17,2024-04-19,5.25,-2.75,0.58,28.21,30.64,26.43,28.3,87.87,0.58,3.07,415,12261.0,11132.0,11504.0,11878,2808.0
17,2024-04-22,5.25,-2.75,0.58,28.02,30.66,26.18,28.21,83.99,0.6,0.94,418,12136.0,10929.0,11967.0,11166,1652.0
17,2024-04-23,5.25,-2.75,0.59,27.15,28.85,25.73,27.55,88.97,0.6,16.04,419,10835.0,10221.0,10803.0,10584,3530.0
17,2024-04-24,5.25,-2.75,0.6,27.68,30.53,25.25,28.0,82.04,0.61,0.26,420,11600.0,10835.0,10835.0,11043,19.0
17,2024-04-25,5.25,-2.75,0.59,28.19,30.4,26.45,28.47,85.22,0.6,2.62,421,11530.0,10800.0,11530.0,10988,6.0
17,2024-04-26,5.25,-2.75,0.59,28.04,29.8,26.77,28.25,88.02,0.6,3.09,422,10975.0,10973.0,10973.0,10729,8.0
17,2024-04-29,5.25,-2.75,0.59,27.73,29.74,26.33,27.85,86.22,0.61,7.04,425,10327.0,9958.0,10327.0,9983,30.0
17,2024-04-30,5.25,-2.75,0.59,28.44,31.29,26.23,28.59,84.33,0.6,2.19,426,10115.0,8651.0,9610.0,10133,18.0
17,2024-05-01,5.25,-2.75,0.6,27.47,28.63,26.21,27.84,89.69,0.62,25.69,427,9206.0,8930.0,9206.0,9183,15.0
17,2024-05-02,5.25,-2.75,0.61,27.25,29.38,25.26,27.77,85.67,0.63,0.81,428,8750.0,8240.0,8750.0,8483,22.0
17,2024-05-03,5.25,-2.75,0.61,27.97,30.36,26.03,28.14,83.89,0.62,1.71,429,8550.0,8513.0,8550.0,8505,10.0
17,2024-05-06,5.25,-2.75,0.62,27.41,28.67,26.53,27.66,90.91,0.64,43.39,432,8570.0,8570.0,8570.0,8571,4.0
17,2024-05-07,5.25,-2.75,0.65,27.29,28.67,26.17,27.47,86.76,0.68,4.69,433,,,,9593,
17,2024-05-08,5.25,-2.75,0.65,27.68,30.31,25.6,28.01,83.98,0.67,3.74,434,,,,9617,
17,2024-05-09,5.25,-2.75,0.65,28.24,31.04,26.19,28.49,84.66,0.66,2.62,435,,,,9678,
17,2024-05-10,5.25,-2.75,0.64,27.95,30.23,26.47,28.3,87.39,0.65,3.75,436,,,,9874,
17,2024-05-13,5.25,-2.75,0.65,27.58,29.9,26.01,27.97,86.8,0.67,7.1,439,,,,8149,
17,2024-05-14,5.25,-2.75,0.65,27.65,30.19,25.72,28.06,85.36,0.67,3.12,440,9000.0,9000.0,9000.0,8751,1.0
17,2024-05-15,5.25,-2.75,0.66,27.74,29.93,25.93,28.09,88.39,0.67,12.53,441,,,,9066,
17,2024-05-16,5.25,-2.75,0.67,26.83,28.3,25.65,27.31,90.62,0.69,21.44,442,7951.0,7202.0,7896.0,7393,11580.0
17,2024-05-17,5.25,-2.75,0.68,27.07,29.65,25.23,27.45,85.58,0.7,0.33,443,7685.0,7137.0,7350.0,7348,7907.0
17,2024-05-20,5.25,-2.75,0.67,27.92,30.14,26.46,28.14,88.47,0.68,5.11,446,7373.0,6767.0,7277.0,7216,10261.0
17,2024-05-21,5.25,-2.75,0.68,27.69,29.25,26.6,27.78,91.46,0.69,16.77,447,7492.0,6910.0,7077.0,7394,7994.0
17,2024-05-22,5.25,-2.75,0.69,27.19,28.68,25.71,27.42,91.31,0.71,16.4,448,7638.0,7273.0,7372.0,7536,8462.0
17,2024-05-23,5.25,-2.75,0.71,27.08,29.2,25.4,27.36,85.61,0.73,10.21,449,8400.0,7323.0,7423.0,8109,14084.0
17,2024-05-24,5.25,-2.75,0.71,27.15,29.2,25.61,27.57,88.05,0.72,4.95,450,8436.0,7869.0,8219.0,8294,10974.0
17,2024-05-28,5.25,-2.75,0.72,27.29,30.1,24.98,27.71,84.02,0.73,0.83,454,8800.0,7942.0,8200.0,8780,15093.0
17,2024-05-29,5.25,-2.75,0.71,27.41,29.87,25.41,27.74,86.72,0.72,2.24,455,9460.0,8690.0,8730.0,9309,14757.0
17,2024-05-30,5.25,-2.75,0.71,27.57,29.84,25.9,27.76,87.52,0.72,6.59,456,9550.0,9054.0,9278.0,9257,9201.0
17,2024-05-31,5.25,-2.75,0.71,27.19,28.53,26.17,27.35,90.74,0.73,12.51,457,9420.0,9031.0,9242.0,9331,8033.0
17,2024-06-03,5.25,-2.75,0.74,26.32,28.71,24.61,27.0,87.78,0.75,5.44,460,10047.0,9181.0,9331.0,9775,17665.0
